"s_GUID","TransferTime","UserName","Sample","Catch","Depth","SeineEffort","TrawlEffort","SledEffort","Status"
"{CC133C13-F7BC-4CBB-9730-AC714DA8B008}",2003-03-19 14:37:45,"Robert",1,0,0,0,1,0,"Complete"
"{2525DF8B-1301-43EC-BC61-CE3123824C05}",2003-03-21 14:49:49,"robert",1,7,0,0,1,0,"Complete"
"{30C214C1-847F-45EB-A7D3-F02FB534F16F}",2003-03-25 9:18:14,"robert",1,12,0,1,0,0,"Complete"
"{81EA3AC3-D049-4067-AEAB-90B3EBB3CEF1}",2004-02-25 15:08:26,"robert",201,3800,714,48,153,0,"Complete"
"{7941C0DC-8191-4AEF-8641-0135E7B79E5B}",2004-02-25 15:26:30,"robert",,,,,,,"Complete"
"{E7E7B527-629E-4669-BDA1-01D7BE83DC83}",2004-02-25 15:59:47,"katie",53,1822,183,15,38,0,"Complete"
"{E94957C0-28DC-4845-913D-AE3605A90F82}",2004-05-26 11:23:05,"robert",1,8,0,0,1,0,"Interrupted"
"{65736DB4-4745-408A-8289-9248CC709851}",2004-05-26 11:23:54,"robert",,,,,,,"Interrupted"
"{D840D0C1-B849-4843-AF6D-781EC42A59D1}",2004-08-05 18:40:11,"alis",3,16,0,0,3,0,"Complete"
"{C204B911-A831-4723-8BEB-371F6E6CB525}",2004-08-25 8:51:21,"alis",2,34,0,0,2,0,"Complete"
"{470DC1BE-88C1-471E-910E-91838E8AD998}",2004-08-25 9:22:43,"alis",3,32,0,0,3,0,"Complete"
"{B11D6508-84B8-41B3-98C0-AAC97E117A39}",2004-09-23 13:10:19,"alis",,,,,,,"Interrupted"
"{CD5F8638-C12B-4912-A1A1-6E70A6280C96}",2004-10-28 11:13:37,"alis",,,,,,,"Interrupted"
"{B46C0C9B-A83C-48BA-8882-574C09B49C3C}",2004-10-28 11:18:18,"alis",6,135,10,0,6,0,"Complete"
"{B833E4A7-977B-482B-AA2F-4D048E37211A}",2004-10-28 11:21:54,"alis",1,1,5,0,1,0,"Complete"
"{BE917A15-538E-4C40-92AF-668BFCB4AAFF}",2004-10-28 11:55:06,"alis",8,107,35,0,8,0,"Complete"
"{1C3D6DCD-65D1-4D82-8AAA-7A8504058DFA}",2004-10-28 14:07:31,"alis",1,19,5,0,1,0,"Complete"
"{68680908-3B2A-49B6-BCBB-DDD3EDD69CD6}",2004-10-28 14:48:11,"alis",7,164,14,3,4,0,"Complete"
"{2C568F3D-2F59-4268-A292-D62F045D28E7}",2004-10-28 15:04:51,"alis",5,112,0,5,0,0,"Complete"
"{DBEB980B-6FF0-4336-946F-0E8038DB771B}",2004-11-02 12:25:36,"alis",1,10,5,0,1,0,"Interrupted"
"{D30E5202-92C7-49FA-A4B5-4CE722CA8C68}",2004-11-02 12:41:32,"alis",,,,,,,"Interrupted"
"{8F07798D-CCF6-4689-9B69-DBDF894408E9}",2004-11-02 12:42:00,"alis",,,,,,,"Interrupted"
"{ABD7C487-ACE7-45F9-A6CD-695ED429AE75}",2004-11-02 12:43:53,"alis",,,,,,,"Interrupted"
"{B862A9A9-0D9E-4D16-A2AC-5A030F9F809B}",2004-11-02 12:44:08,"alis",,,,,,,"Interrupted"
"{6EEA9A0A-A338-4291-83D9-03626F98D600}",2004-11-02 13:33:18,"alis",9,259,30,3,6,0,"Complete"
"{77ED596D-1C69-461E-A542-9C2B743C13E3}",2004-11-02 14:36:07,"alis",11,149,45,0,11,0,"Complete"
"{1DF826F2-B817-4B48-BAB1-E2BE201CCF62}",2004-11-02 14:48:18,"alis",4,89,0,4,0,0,"Complete"
"{A3278F6E-0942-4C1C-BFA9-11BD94AA0A21}",2004-11-22 15:23:36,"alis",21,153,102,0,21,0,"Complete"
"{06BF22B9-C39D-4434-8453-90E9EBB4AA61}",2004-11-22 15:53:51,"alis",7,245,0,7,0,0,"Complete"
"{CD5C478A-9163-430E-BB91-2C819051E323}",2004-11-30 18:34:11,"alis",21,270,94,0,21,0,"Complete"
"{62F8695C-8DD0-4BFF-978C-A9AF66B559BB}",2004-11-30 19:01:02,"alis",6,243,0,6,0,0,"Complete"
"{7B81DA64-8EFC-42EA-B30A-8E493F1E7BED}",2004-12-01 15:15:08,"alis",13,188,56,0,13,0,"Complete"
"{2CE511BE-6310-431C-B366-E49E182FAF05}",2004-12-06 20:11:19,"alis",6,93,0,0,6,0,"Complete"
"{0B52E6FF-0CBE-4865-9CF1-1F13D50BF51C}",2004-12-06 20:22:43,"alis",2,37,0,0,2,0,"Complete"
"{3438A67C-9E50-488A-A49B-21527D828ED4}",2004-12-06 20:56:30,"alis",7,261,0,7,0,0,"Complete"
"{AF675F99-E397-4236-ACBD-305FD1EEF5A8}",2004-12-09 10:59:08,"alis",9,81,25,3,6,0,"Complete"
"{B78F3B20-5D25-4257-B10A-72B2FF4EA4DA}",2004-12-09 11:30:17,"alis",9,182,20,0,9,0,"Complete"
"{442ED20C-BB47-4225-B36F-CACFF684A904}",2004-12-09 11:57:17,"alis",5,92,14,0,5,0,"Complete"
"{65FC7D61-C4A0-4B3D-83D5-F78254257513}",2004-12-09 12:04:03,"alis",4,47,0,4,0,0,"Complete"
"{E1D2DF80-3426-4036-B33C-5DCEA69CCFAE}",2004-12-17 17:13:07,"alis",7,202,0,6,1,0,"Complete"
"{2A225D00-F83C-49EA-A744-7F2FCBBBC793}",2004-12-19 18:06:01,"alis",22,517,101,1,21,0,"Complete"
"{3367F37D-C0DA-4563-A598-92DD92C6A9F8}",2004-12-19 18:37:35,"alis",7,260,0,7,0,0,"Complete"
"{516FDE83-64BF-4C28-AD60-54098EEA4D4B}",2004-12-20 15:38:08,"alis",14,413,0,14,0,0,"Complete"
"{8936A02E-5A0A-4C03-B2DC-D22569F7EF1E}",2004-12-20 16:42:49,"alis",21,161,0,0,21,0,"Complete"
"{3F8A9D02-B787-4318-A4F7-D18E754CB837}",2004-12-20 17:07:01,"alis",7,205,0,7,0,0,"Complete"
"{999DFEB8-2312-44C5-9181-B6622AC78314}",2004-12-21 12:16:32,"alis",17,318,77,0,17,0,"Complete"
"{04387E37-84DD-455E-9FEF-16EB5CB2BAAA}",2004-12-21 14:24:46,"alis",4,101,19,0,4,0,"Complete"
"{5CC3DC10-115A-4751-B7D4-F20C857B7DE5}",2004-12-21 15:25:55,"alis",10,171,10,0,10,0,"Complete"
"{B8AF49F4-2D75-4870-A47D-1C9A0B00C22A}",2004-12-21 15:43:18,"alis",1,3,0,0,1,0,"Complete"
"{4B8B2D52-78F5-4241-BD9D-ADD993E555E3}",2004-12-22 11:44:15,"alis",10,202,0,0,10,0,"Complete"
"{1B22D1E1-87E3-4868-BD87-1858EE0BC6CA}",2004-12-22 14:20:22,"alis",22,298,70,1,21,0,"Complete"
"{60242FE4-CBCF-45F6-BEA4-1E51859F4E0D}",2004-12-22 14:54:01,"alis",7,187,0,7,0,0,"Complete"
"{4F9EA827-97FB-489B-AA73-78951755CFFA}",2004-12-22 15:41:53,"alis",21,207,87,0,21,0,"Complete"
"{14D5AECF-DD7D-49CD-AD70-E9E036C5DF37}",2005-01-26 16:53:38,"alis",2,6,10,0,2,0,"Complete"
"{988DD4AC-5997-44DC-9791-B9CD3E7D85D2}",2005-01-26 18:01:33,"alis",26,293,95,7,19,0,"Complete"
"{C0A611FF-1BC2-4C9F-AAA8-93DF30323BD1}",2005-06-02 19:16:38,"alis",1,25,0,1,0,0,"Complete"
"{895AED3F-81F7-46A8-8DED-4CF9E4195492}",2005-06-03 9:59:12,"alis",6,48,28,0,6,0,"Complete"
"{14799B2C-41AE-42A2-BAEF-6357E074E653}",2005-06-03 10:26:50,"alis",10,28,44,0,10,0,"Complete"
"{393082D8-ADC7-4FDF-8A8E-3C657C456D79}",2005-06-03 10:35:27,"alis",3,100,0,3,0,0,"Complete"
"{45E568CB-DAF1-4F80-9D17-F9145B990713}",2005-06-03 10:51:35,"alis",7,43,34,0,7,0,"Complete"
"{9AF6F20B-8375-48BD-A48F-86F83D09ED01}",2005-06-03 13:10:25,"alis",21,318,63,7,14,0,"Complete"
"{49B80057-E49C-401B-987A-940493E58768}",2005-06-03 14:48:50,"alis",28,450,98,7,21,0,"Complete"
"{3BB816D5-84E9-418C-B4B2-EE608953E51A}",2006-03-13 17:36:22,"Robert",81,1462,0,18,63,0,"Complete"
"{3F0C4DE5-9BC3-43A1-ABDE-F94A23510677}",2007-01-30 10:54:32,"robert",364,9382,1326,91,273,0,"Complete"
"{F76E081F-098C-4263-B608-F28ADE199EEC}",2008-02-08 16:45:00,"lcook",,,,,,,"Interrupted"
"{2305605A-0190-4802-9C03-86192B59170C}",2008-02-08 16:45:47,"lcook",,,,,,,"Interrupted"
"{5746B02D-3768-4C14-AE80-68A0DFDA0C87}",2008-02-08 16:47:47,"lcook",,,,,,,"Interrupted"
"{F03B2D11-E8C3-420B-BE09-F34675EA4CC0}",2008-02-08 16:50:42,"lcook",,,,,,,"Interrupted"
"{07D40AD4-A476-47AE-B2C0-8AD6A579B595}",2008-02-08 16:51:14,"lcook",,,,,,,"Interrupted"
"{0097B3AC-CE48-48D6-8B28-ECA63E833393}",2008-02-08 16:52:01,"lcook",,,,,,,"Interrupted"
"{5B17E366-4FAF-4E18-AAC2-752C3660FF02}",2008-02-08 16:53:01,"lcook",1,1,0,1,0,0,"Complete"
"{20C02073-3AA2-4213-B27C-B6D7AFA84C07}",2000-10-20 17:43:07,"Robert",1,5,,0,1,0,"Complete"
"{B93F48B4-2A6F-42FE-ACDD-5198BB14AEE2}",2001-06-14 15:09:25,"Robert",476,7808,,119,357,0,"Complete"
"{36B2708C-22D2-4120-8CBD-76EC83E97A5D}",2001-08-14 14:34:35,"Robert",,,,,,,"Interrupted"
"{122E07D5-BC8D-4D84-9791-A5A446D6F360}",2001-08-14 14:37:11,"Robert",,,,,,,"Interrupted"
"{E55BCB05-25B1-416A-9D81-6FAE0FBF19B1}",2001-08-14 14:52:30,"Robert",,,,,,,"Interrupted"
"{FA4687E3-2B56-4978-98BD-3811A8718E3B}",2001-08-14 15:17:19,"Robert",,,,,,,"Interrupted"
"{143A0F59-3199-479D-A315-C92F15775EB7}",2001-08-22 15:56:43,"Robert",,,,,,,"Interrupted"
"{C809E467-CB01-4238-9C18-7825921E0B5D}",2001-08-22 18:34:36,"Robert",,,,,,,
"{84948DE9-3A9C-493A-8DF7-A1569C97CA00}",2001-08-22 18:38:44,"Robert",21,739,,21,0,0,"Interrupted"
"{D6580B04-EC5B-4459-BF5A-C667975550C4}",2001-08-22 18:39:17,"Robert",,,,,,,"Interrupted"
"{477355B2-7427-4317-947C-A73145FAF88C}",2001-08-22 18:39:21,"Robert",,,,,,,"Interrupted"
"{F714CB57-BABD-4852-B911-151286020D3E}",2001-08-22 18:39:40,"Robert",,,,,,,"Interrupted"
"{2CEA6F6F-C8AF-4847-9C87-6F3323D1F3FC}",2001-08-22 18:39:56,"Robert",,,,,,,"Interrupted"
"{AF18882A-7FCC-4FA3-B89B-3A0ADB5871EE}",2001-08-22 18:42:50,"Robert",,,,,,,"Interrupted"
"{D5423E78-3FF9-4E1F-AEBC-97192658A080}",2001-08-22 18:45:27,"Robert",,,,,,,"Interrupted"
"{6DB00497-5BAC-4ACE-8824-DCBC81ED6C7A}",2001-08-22 18:49:58,"Robert",,,,,,,"Interrupted"
"{83BA49B0-1F2A-4C0A-8DDF-EC7CA3982946}",2001-08-22 18:57:03,"Robert",61,1259,,0,61,0,"Complete"
"{380C547D-550B-4F1E-B0FF-D51383F3E8E0}",2002-03-21 14:13:17,"Robert",110,1984,,28,82,0,"Complete"
"{AAE7BA0C-78A6-434F-B5BF-6EB62DD333A5}",2002-03-21 14:57:49,"Robert",1,66,,0,1,0,"Complete"
"{98740A7B-43DE-411A-A5D1-7978253FCA91}",2003-02-16 20:21:02,"Robert",170,3503,,46,124,0,"Interrupted"
"{4D3B2F4F-BF4B-4EBC-93C7-658AFAF3D8A3}",2008-07-03 11:34:55,"suisun",3,13,5,0,3,0,"Complete"
"{BB3198E6-792E-418B-8A1E-8969867FF021}",2008-07-21 12:15:10,"suisun",126,1856,112,72,54,0,"Complete"
"{FC7A5D07-CA6A-47BB-9949-A630BD36DBCE}",2008-07-21 12:17:31,"suisun",220,3887,851,1,219,0,"Complete"
"{25477354-FE59-477F-B479-A4DB3BCFFA41}",2008-07-21 12:18:42,"suisun",18,337,86,0,18,0,"Complete"
"{CD729DE6-7EFC-4245-80D2-33B3C0CDD28A}",2008-07-21 13:38:47,"suisun",1,8,5,0,1,0,"Complete"
"{3294A0CA-2A2A-439E-8A5C-3511299F4C79}",2009-05-08 13:24:24,"suisun",1,28,5,0,1,0,"Complete"
"{85BE5AC1-7875-4B1B-94CD-FB8D85FDF463}",2009-06-11 13:31:05,"suisun",382,5332,1439,77,305,0,"Complete"
"{10E2E5F1-5ADF-4921-8335-A8FBE3AE1891}",2010-01-05 19:57:54,"suisun",328,5619,1262,73,255,0,"Complete"
"{D8476309-6475-4EA8-9818-EEF9EEE58F68}",2010-01-05 19:59:21,"suisun",1,16,0,1,0,0,"Complete"
"{3759F36B-1DCB-42D0-873C-C81B84BD51A6}",2010-01-05 20:01:31,"suisun",1,1,5,0,1,0,"Complete"
"{560C34C8-002A-451B-B4B9-6514C7776526}",2010-01-05 20:04:39,"suisun",2,13,5,0,2,0,"Complete"
"{43E8C379-5D05-4B4B-B2CD-B81651E95563}",2010-12-21 21:35:54,"suisun",358,7058,1417,72,286,0,"Complete"
"{8D5E7CC0-486A-4B34-9E1C-0CBA8A396961}",2011-01-03 11:27:32,"suisun",1,5,5,0,1,0,"Complete"
"{386A8AF0-6F37-4078-A867-66CBBAE22214}",2011-03-31 15:36:35,"suisun",82,1267,320,18,64,0,"Complete"
"{1075AC58-86B6-494D-9327-090BA91B1DAE}",2011-03-31 15:37:29,"suisun",1,4,5,0,1,0,"Complete"
"{FFE2F9E4-C68A-44E4-A6CA-E24A33364ACB}",2011-06-01 11:49:27,"suisun",55,1018,205,14,41,0,"Complete"
"{80BC861C-B818-40B0-942B-25CCFF4ACFD2}",2011-06-01 11:50:27,"suisun",2,13,5,1,1,0,"Complete"
"{975D2E24-5901-4FEE-A923-10795447ECA9}",2011-06-09 17:09:58,"suisun",27,646,105,6,21,0,"Complete"
"{6487F0CC-E4D9-4A7A-BCC8-EDF8815545A2}",2011-12-19 15:47:48,"suisun",54,1169,210,12,42,0,"Complete"
"{DE466DB2-1D07-4032-9679-62753016AC10}",2011-12-20 18:35:08,"suisun",55,1034,219,11,44,0,"Complete"
"{D8E2B066-D4EB-455D-8E26-F7900CC6B8B1}",2011-12-21 11:37:26,"suisun",27,515,105,6,21,0,"Complete"
"{81717FA9-A631-469A-A95E-5C8EE444082C}",2011-12-21 12:18:19,"suisun",27,462,105,6,21,0,"Complete"
"{A97326DF-D424-42B5-9B26-9CE5C54814B4}",2012-01-13 17:31:36,"john",10,10,0,0,10,0,"Complete"
"{90913197-90F9-4D8D-A173-DECE6FF626A5}",2012-01-17 10:51:35,"suisun",20,402,80,3,17,0,"Complete"
"{64570584-00A6-4173-BC3C-5CB238CC0C3C}",2013-02-21 10:22:51,"lcook",1,6,5,0,1,0,"Complete"
"{1E8F7541-91D2-4D01-8FD9-4CFF8D1C926B}",2013-02-21 11:42:56,"lcook",27,442,100,6,21,0,"Complete"
"{DBFA0F04-A412-4F03-A8A4-A224E9854F5C}",2013-02-21 15:48:01,"lcook",53,818,205,12,41,0,"Complete"
"{1719790B-4243-489E-A0D1-551A3868E579}",2013-02-25 10:14:46,"lcook",28,428,109,6,22,0,"Complete"
"{FA9E23CF-EE9C-4DA3-9953-1C875AE52EC2}",2013-02-25 11:07:57,"lcook",27,674,105,6,21,0,"Complete"
"{F39A9297-3539-4CDB-B54A-4A8B4D6F16E1}",2013-02-25 14:53:39,"lcook",26,641,100,6,20,0,"Complete"
"{D181AF91-814D-422A-8088-26F0001D4D22}",2013-02-25 14:55:51,"lcook",1,54,5,0,1,0,"Complete"
"{4D6C4E5B-3E5C-44AC-80A9-1CE0EAB8B34A}",2013-02-27 14:43:10,"lcook",27,764,105,6,21,0,"Complete"
"{76027ACB-1FAD-443A-A378-A90F81C9AAD2}",2013-02-27 16:11:19,"lcook",27,816,105,6,21,0,"Complete"
"{D7407A04-A2BE-4B09-A9D7-21A8B713F1B4}",2013-02-28 9:07:55,"lcook",27,434,104,6,21,0,"Complete"
"{B9A57BA0-26D7-4351-8807-7B13BE54AAEC}",2013-02-28 9:58:08,"lcook",27,444,105,6,21,0,"Complete"
"{AE25940B-83E2-44FA-AC4C-8396E058682E}",2013-02-28 10:43:43,"lcook",31,438,115,8,23,0,"Complete"
"{7308BD5F-4DDD-43FC-B730-672001F42921}",2013-02-28 11:31:19,"lcook",32,516,115,9,23,0,"Complete"
"{0D2255D5-5B92-4C74-B970-62B7D3D52308}",2014-02-19 14:23:57,"lcook",30,439,115,7,23,0,"Complete"
"{1C213F24-170D-4271-AFEF-6539BC7FF6AC}",2014-02-20 14:48:38,"lcook",34,514,115,11,23,0,"Complete"
"{FB56442A-6059-491E-A53E-8B589C166FA8}",2014-02-20 20:54:03,"lcook",32,404,115,9,23,0,"Complete"
"{4C0DCFDC-DA62-488C-B953-6921784A337C}",2014-02-20 21:56:31,"lcook",35,799,115,12,23,0,"Complete"
"{B2F9A2B4-C413-458B-861F-CD9BC8434331}",2014-02-24 17:34:14,"lcook",27,427,90,9,18,0,"Complete"
"{FB0B317B-58EE-4ED4-90B1-9136F09196FC}",2014-02-24 18:46:49,"lcook",33,668,120,9,24,0,"Complete"
"{CE15451E-004D-4FD6-B65D-46985F739550}",2014-02-24 19:47:08,"lcook",32,646,110,8,24,0,"Complete"
"{89DDB559-29CB-4BDC-9CD9-0B1CCABE2D47}",2014-02-27 12:11:09,"lcook",22,459,80,6,16,0,"Complete"
"{DE50B3AF-7760-4547-BFA0-89AB67B0FF98}",2014-02-27 13:11:17,"lcook",30,594,105,9,21,0,"Complete"
"{38963F6C-227F-4AE7-AACF-50CC828C11CC}",2014-02-27 16:10:24,"lcook",22,383,95,3,19,0,"Complete"
"{7B37DF59-DA19-4132-832B-690DF01D1521}",2014-02-27 16:34:14,"lcook",20,339,69,6,14,0,"Complete"
"{0F74A810-2A49-4175-ADAF-B7EA73AEF88F}",2014-02-27 17:07:45,"lcook",32,418,114,9,23,0,"Complete"
"{2AA7419B-793F-4DD6-BA3D-AC677234564E}",2014-02-27 17:50:03,"lcook",33,547,120,9,24,0,"Complete"
"{5B117087-5CFD-4A0B-9C47-AF6E9D5D625C}",2015-02-02 16:21:28,"lcook",34,670,123,9,25,0,"Complete"
"{A7A06CE7-4BAC-40D7-A703-79744CA966E1}",2015-02-03 11:00:48,"lcook",34,770,125,9,25,0,"Complete"
"{04FF0C9F-C525-4784-B7E6-EB241E000499}",2015-02-03 11:50:15,"lcook",34,655,125,9,25,0,"Complete"
"{E602AA4A-1D52-4EF6-8B1D-1F016A150A65}",2015-02-03 12:02:36,"lcook",6,173,15,3,3,0,"Complete"
"{A7401434-7B44-4D35-9762-B647C257D7A2}",2015-02-03 12:43:19,"lcook",30,646,120,6,24,0,"Complete"
"{42623CB8-12ED-40A2-9668-958E899D5B3C}",2015-02-03 14:51:19,"lcook",35,917,130,9,26,0,"Complete"
"{C4F45C26-9732-409B-8F9B-E370B4F0EB04}",2015-02-03 17:25:54,"lcook",35,894,130,9,26,0,"Complete"
"{3825DBD6-852E-441B-918C-A77529F4B057}",2015-02-04 11:02:02,"lcook",33,845,120,9,24,0,"Complete"
"{3F823D24-666A-41CE-8CCD-BDC101C67497}",2015-02-04 12:02:28,"lcook",33,877,120,9,24,0,"Complete"
"{A2519E43-CDC4-49DD-AC83-E01687A6467D}",2015-02-06 11:33:27,"lcook",35,829,130,9,26,0,"Complete"
"{E69BCFF2-46B8-4939-B177-26B0EBEF9A5E}",2015-02-06 11:42:19,"lcook",2,70,10,0,2,0,"Complete"
"{26D629A9-5D6E-43A3-B613-07705877FFDB}",2015-02-06 14:38:17,"lcook",35,549,130,9,26,0,"Complete"
"{2354C7D7-20F7-4DA7-B3A7-AE9D61B547CA}",2015-02-06 15:56:58,"lcook",35,773,130,9,26,0,"Complete"
"{23F02890-937F-402C-9E8F-CCA47D103EF4}",2015-02-06 16:28:29,"lcook",34,573,130,8,26,0,"Complete"
"{EC44DEC9-2E49-4963-B34D-351B818D2AD3}",2016-01-18 17:08:17,"lcook",36,752,135,9,27,0,"Complete"
"{09AB52D5-DE04-436C-9AB6-2A3C7312C3FA}",2016-01-19 12:22:35,"lcook",34,732,120,10,24,0,"Complete"
"{FED8062D-1673-4F2A-B452-E65CE6569AA1}",2016-01-19 14:05:00,"lcook",33,800,120,9,24,0,"Complete"
"{E08ABA2C-888F-42FF-B837-E57F840E47AC}",2016-01-19 14:51:36,"lcook",35,854,130,9,26,0,"Complete"
"{51500618-19CB-441A-9B7C-3E6E56295E61}",2016-01-19 15:34:45,"lcook",29,807,115,6,23,0,"Complete"
"{A26120F7-A6C4-4AE5-B1DF-31E90771C1C8}",2016-01-19 16:28:21,"lcook",30,762,120,6,24,0,"Complete"
"{CE1187B4-D43A-4D24-ABCA-7BC6FF7AAB2F}",2016-01-19 17:12:42,"lcook",32,814,120,8,24,0,"Complete"
"{C5EDCAC7-DF90-4FA9-8BD2-5AB60665BE03}",2016-01-19 17:54:42,"lcook",33,723,120,9,24,0,"Complete"
"{57710F2F-C0AD-434B-87E9-FD1F83EC43BC}",2016-01-20 16:03:58,"lcook",33,539,120,9,24,0,"Complete"
"{F61299A1-C9C4-4598-9273-B5789CBA3C85}",2016-01-20 16:53:32,"lcook",35,512,129,9,26,0,"Complete"
"{357FEDCD-3CF2-4155-91A6-3E91B7A91045}",2016-01-20 17:35:18,"lcook",33,433,120,9,24,0,"Complete"
"{00B658D4-4AB4-432A-98F7-C94F034366B7}",2016-01-20 18:15:50,"lcook",33,497,120,9,24,0,"Complete"
"{A791254C-062E-4ACE-A9E2-427065F75F8B}",2017-01-25 10:49:31,"taorear",33,820,120,9,24,0,"Complete"
"{C6252F63-C056-45BD-8272-BEC17D464925}",2017-01-25 12:10:40,"taorear",32,599,120,8,24,0,"Complete"
"{52010C95-E331-4F57-A3AF-43D1C4F2A755}",2017-01-25 13:17:22,"taorear",33,587,120,9,24,0,"Complete"
"{4884F81A-D754-4A23-8ABE-2DC03CF5BADD}",2017-01-25 15:36:24,"taorear",30,630,120,6,24,0,"Complete"
"{9EA7B45D-BAEF-4D9C-80BF-3935AABC98BA}",2017-01-25 16:46:32,"taorear",33,600,120,9,24,0,"Complete"
"{D02C02CF-BCC7-44D7-B06C-8F4BB47860C2}",2017-01-27 13:52:02,"taorear",31,814,120,7,24,0,"Complete"
"{F868ECB0-0EEE-4F1D-A654-E6BDEDA4622F}",2017-01-28 11:09:20,"taorear",34,1069,128,9,25,0,"Complete"
"{5BD00E53-5F63-49AF-8978-6B451101318E}",2017-01-28 13:03:38,"taorear",33,1089,120,9,24,0,"Complete"
"{1490D98C-16FC-4901-B220-F3966A9C8E76}",2017-01-28 15:36:21,"taorear",32,896,120,8,24,0,"Complete"
