"SampleRowID","MethodCode","StationCode","SampleDate","SampleTime","QADone","GearID","WaterTemperature","Salinity","DO","PctSaturation","Secchi","SpecificConductance","TideCode","UserName","SeineDirectionCode","SeineLength","SeineWidth","SeineDepth","SeineComments","TowDuration","TrawlComments","StartMeter","EndMeter","TotalMeter","SledComments"
"{139D02EB-1E3E-41C8-BB6E-EFB64572E512}","OTR","NS1",11/12/2019 0:00:00,12/30/1899 12:58:00,0,,15.20,4.40,7.20,74.00,35.00,7865,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{13DC7869-ED8C-45BC-88E6-4908AE63BB88}","OTR","DV3",2/19/2019 0:00:00,12/30/1899 11:25:00,0,,9.30,1.30,8.10,70.00,29.00,2506,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{14011522-D810-4D67-95E2-D03A1C7B53FC}","OTR","DV3",3/19/2019 0:00:00,12/30/1899 11:25:00,0,,15.30,0.70,6.50,65.00,27.00,1384,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{14A91D8E-7DD0-42F0-AE40-4A83D5430C70}","OTR","DV2",11/12/2019 0:00:00,12/30/1899 10:00:00,0,,14.20,4.70,5.70,57.00,33.00,8355,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{16847A78-2EDD-4E23-B6F8-A62BD0A697FF}","BSEIN","SU1",6/19/2019 0:00:00,12/30/1899 13:47:00,0,,23.10,1.00,5.80,68.00,20.00,2015,"incoming","taorear","J",20.00,10.00,0.48,,,,,,,
"{1714316E-DF90-4772-83DD-197D739372B2}","BSEIN","DV2",1/22/2019 0:00:00,12/30/1899 9:50:00,0,,11.00,1.90,9.10,64.00,25.00,3612,"incoming","taorear","P",20.00,10.00,0.78,,,,,,,
"{18DD75F2-3B7B-4BD4-89F9-3CEFFADC3EED}","BSEIN","MZ6",9/19/2019 0:00:00,12/30/1899 13:48:00,0,,22.00,3.60,7.70,90.00,46.00,6633,"incoming","taorear","P",20.00,10.00,1.00,,,,,,,
"{19C1E698-38E6-483A-98ED-34D6075DE9B0}","BSEIN","SU1",9/17/2019 0:00:00,12/30/1899 12:40:00,0,,23.10,3.90,7.40,86.00,39.00,7013,"incoming","taorear","P",20.00,10.00,0.45,,,,,,,
"{1A036F80-D5CC-4275-AC1F-EDB22E225248}","OTR","BY3",9/17/2019 0:00:00,12/30/1899 13:18:00,0,,21.90,3.30,6.60,77.00,23.00,6199,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{1B4D6593-4D6B-4202-BDD0-71BFDAD7069B}","OTR","DV2",1/22/2019 0:00:00,12/30/1899 12:00:00,0,,11.10,2.40,7.00,63.00,27.00,4437,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{1BA3ACD4-58C5-44FA-BD17-A37D7334638A}","OTR","SB2",10/15/2019 0:00:00,12/30/1899 15:10:00,0,,17.50,4.40,735.00,81.00,24.00,7890,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{1D1C37DB-8FDA-49BB-BF73-9E70953401C5}","OTR","SB1",10/15/2019 0:00:00,12/30/1899 14:50:00,0,,18.10,4.60,6.60,72.00,32.00,8220,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{1DE91073-2C49-4897-B209-4A3A587FCCC9}","OTR","NS2",4/24/2019 0:00:00,12/30/1899 10:10:00,0,,21.50,0.40,7.60,86.00,28.00,910,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{1EE228BE-5ABC-4C84-BA45-5873BD64FD96}","BSEIN","SU1",3/20/2019 0:00:00,12/30/1899 10:10:00,0,,15.10,0.90,7.00,71.00,25.00,1731,"incoming","taorear","P",20.00,10.00,0.70,,,,,,,
"{203A79CB-E2D4-47FE-BBD7-CEF5F955C074}","OTR","BY1",6/19/2019 0:00:00,12/30/1899 9:05:00,0,,22.50,0.80,4.40,51.00,24.00,1660,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{20FDDF9D-E9A1-4115-94A3-587A56BA5842}","OTR","SB2",9/17/2019 0:00:00,12/30/1899 8:48:00,0,,20.20,4.00,6.20,70.00,31.00,7211,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{21216919-8BCD-43A0-A90E-4CB4B46F0E0E}","OTR","SB1",8/22/2019 0:00:00,12/30/1899 7:34:00,0,,22.60,3.50,6.10,73.00,40.00,6446,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{227F13D1-782D-448C-A184-7A766486A881}","OTR","NS1",7/16/2019 0:00:00,12/30/1899 12:42:00,0,,22.10,1.00,6.20,74.00,22.00,1921,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{231428A6-BCF9-4AA6-B694-C1AB86C5F197}","BSEIN","MZ6",10/18/2019 0:00:00,12/30/1899 12:36:00,0,,17.90,3.90,8.60,92.00,42.00,6997,"incoming","taorear","P",20.00,10.00,0.80,,,,,,,
"{24807177-C61C-483B-A04C-0AEC440DD443}","BSEIN","MZ6",10/18/2019 0:00:00,12/30/1899 12:26:00,0,,17.90,3.90,8.60,92.00,42.00,6997,"incoming","taorear","P",20.00,10.00,0.78,,,,,,,
"{254FA927-ED36-474F-84F2-14E9848CA9E5}","BSEIN","DV2",7/16/2019 0:00:00,12/30/1899 9:45:00,0,,23.10,1.10,5.90,71.00,19.00,2199,"outgoing","taorear","P",20.00,10.00,0.84,,,,,,,
"{25C63636-922E-4DEB-8666-F53ACC6D6C29}","OTR","GY3",6/20/2019 0:00:00,12/30/1899 13:43:00,0,,23.70,0.60,6.30,75.00,15.00,1151,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{26C4C572-A079-448A-A3C9-EC982188A144}","OTR","PT1",2/20/2019 0:00:00,12/30/1899 8:09:00,0,,9.70,0.70,8.80,77.00,33.00,1390,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{27F51DDD-32C2-4404-81F8-3D7C02DFD76E}","OTR","BY3",7/17/2019 0:00:00,12/30/1899 10:32:00,0,,22.20,0.80,4.90,58.00,13.00,1681,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{289AE122-4111-4E8F-B152-1B9830EC6D87}","OTR","MZ6",3/18/2019 0:00:00,12/30/1899 11:05:00,0,,13.10,0.30,9.10,87.00,27.00,642,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{2A944636-FB4A-468D-BC0D-3C5ABC106B9D}","OTR","GY3",1/24/2019 0:00:00,12/30/1899 13:00:00,0,,10.90,2.30,8.20,75.00,21.00,4363,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{2C607B86-BED5-46D0-A1C2-6879E51268FF}","BSEIN","DV2",1/22/2019 0:00:00,12/30/1899 10:06:00,0,,11.00,1.90,7.10,64.00,25.00,3612,"incoming","taorear","P",20.00,10.00,0.95,,,,,,,
"{2D1EA033-1104-41B3-9215-3D0AE0821F00}","OTR","MZ1",1/23/2019 0:00:00,12/30/1899 13:45:00,0,,11.00,0.10,8.90,80.00,15.00,224,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{2DA5C45F-66F8-469A-9F9B-B9F60573E982}","OTR","NS2",3/19/2019 0:00:00,12/30/1899 12:30:00,0,,14.00,0.30,8.60,83.00,29.00,707,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{30CEC2B9-FEDE-47FD-8B84-9B779EA1A5F8}","OTR","CO2",8/21/2019 0:00:00,12/30/1899 7:58:00,0,,22.00,3.80,6.10,72.00,49.00,6829,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{30F1D017-79BA-46DE-BA64-98F4B9870CC3}","OTR","SU1",3/20/2019 0:00:00,12/30/1899 9:00:00,0,,15.10,0.90,7.00,71.00,25.00,1731,"low","taorear",,20.00,10.00,,,10.00,,,,,
"{32EAFA41-D544-4184-A92A-E59574CBD738}","OTR","NS3",7/16/2019 0:00:00,12/30/1899 14:20:00,0,,22.60,1.20,6.80,82.00,16.00,2384,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{332A4F3B-2DEA-4D2D-8949-E9F5DAD29847}","OTR","MZ6",3/18/2019 0:00:00,12/30/1899 9:05:00,0,,12.80,0.30,9.10,86.00,28.00,630,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{332D8135-868A-4AFA-B55A-A0F3512809DC}","OTR","DV2",7/16/2019 0:00:00,12/30/1899 11:07:00,0,,23.10,1.10,5.90,71.00,19.00,2199,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{339C8A63-BFA8-449D-96F6-AECDBF75DF0D}","OTR","GY1",4/25/2019 0:00:00,12/30/1899 9:10:00,0,,22.60,4.00,1.20,15.00,35.00,7270,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{34D8A0A3-597B-4A7F-A0B9-C4BC1C4427F5}","OTR","CO2",9/19/2019 0:00:00,12/30/1899 7:45:00,0,,20.80,3.70,6.80,77.00,33.00,6821,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{3520ED21-BBD3-44FC-A77F-2A8D83F8A966}","OTR","CO1",8/21/2019 0:00:00,12/30/1899 7:25:00,0,,22.10,3.70,6.20,72.00,47.00,6774,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{3587476F-220E-447B-8DAC-A89E55208BEE}","OTR","NS3",4/24/2019 0:00:00,12/30/1899 11:05:00,0,,21.10,0.40,7.10,80.00,35.00,794,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{35CC8A54-3F47-4145-A054-16D8AF31360C}","OTR","SU3",4/25/2019 0:00:00,12/30/1899 8:05:00,0,,20.90,0.40,7.80,88.00,26.00,806,"high","taorear",,20.00,10.00,,,10.00,,,,,
"{35E9F2A7-0406-4336-B97F-BFD75A3E9FC7}","BSEIN","MZ6",8/22/2019 0:00:00,12/30/1899 14:51:00,0,,25.50,2.90,7.80,97.00,60.00,5343,"incoming","taorear","P",20.00,10.00,0.95,,,,,,,
"{36048976-DD73-4628-8E64-4CFFC62D505A}","OTR","PT1",11/11/2019 0:00:00,12/30/1899 14:50:00,0,,14.40,4.60,6.10,61.00,33.00,8263,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{36C0CAC5-B47B-4969-A2E0-A772103926CB}","OTR","PT1",6/19/2019 0:00:00,12/30/1899 11:42:00,0,,22.40,1.20,4.00,46.00,27.00,2377,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{37048C16-4323-4EC4-B16F-1F3D61F3D5B3}","BSEIN","MZ6",4/22/2019 0:00:00,12/30/1899 15:20:00,0,,18.20,0.30,9.00,95.00,34.00,594,"incoming","taorear","P",20.00,10.00,0.95,,,,,,,
"{38CEC6CE-2AE2-4D19-9C0C-E1F5AE3DEDB7}","OTR","DV1",6/17/2019 0:00:00,12/30/1899 6:35:00,0,,20.90,1.10,4.90,56.00,17.00,2207,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{39349C5E-D895-46C3-A7D5-01FD89AA015C}","BSEIN","DV2",8/20/2019 0:00:00,12/30/1899 14:49:00,0,,23.30,2.80,7.30,87.00,24.00,5172,"incoming","taorear","P",20.00,10.00,1.01,,,,,,,
"{3944F0FF-B2C3-49E6-B4E5-F9562106326B}","BSEIN","SU1",10/15/2019 0:00:00,12/30/1899 10:59:00,0,,17.30,4.40,7.70,80.00,30.00,7952,"incoming","taorear","J",20.00,10.00,0.40,,,,,,,
"{3982A416-46CF-4D3D-A760-BB5CF52CBF84}","OTR","NS2",8/20/2019 0:00:00,12/30/1899 12:56:00,0,,22.00,3.20,7.30,86.00,33.00,5812,"low","taorear",,20.00,10.00,,,5.00,,,,,
"{3A53DC28-698B-49F0-8393-C8D623DD88C2}","OTR","BY3",1/25/2019 0:00:00,12/30/1899 10:25:00,0,,11.60,1.20,6.50,59.00,23.00,2244,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{3D699DE9-D975-428C-A88D-8AE22BEDD80F}","OTR","PT1",4/23/2019 0:00:00,12/30/1899 11:20:00,0,,21.00,0.80,5.50,61.00,34.00,1564,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{3E784FFD-E6B8-4D00-A0D6-BDA938F2BD71}","OTR","DV2",9/18/2019 0:00:00,12/30/1899 8:55:00,0,,20.60,3.60,6.80,77.00,33.00,6486,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{3ED25213-6445-4892-8ACD-0F7C7DBA5D16}","OTR","CO2",1/23/2019 0:00:00,12/30/1899 7:30:00,0,,9.90,0.80,8.00,70.00,22.00,1549,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{3EE69F5C-6D50-49AA-AAB3-CAC184072A6B}","OTR","SU1",9/17/2019 0:00:00,12/30/1899 14:55:00,0,,21.60,3.90,7.10,82.00,34.00,7078,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{4193C10A-F8EA-4A8E-9571-17994A39B23A}","OTR","GY3",7/18/2019 0:00:00,12/30/1899 13:24:00,0,,23.70,4.30,6.60,83.00,19.00,7757,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{42EA12A9-4C50-4F31-AAC0-FC36EA3E327F}","BSEIN","MZ6",6/18/2019 0:00:00,12/30/1899 14:05:00,0,,23.60,0.30,7.30,86.00,21.00,666,"incoming","taorear","P",20.00,10.00,0.98,,,,,,,
"{43205C5B-23C8-43D7-B146-8AA1E8073B4C}","OTR","BY1",3/20/2019 0:00:00,12/30/1899 11:10:00,0,,15.90,1.00,5.50,56.00,14.00,1999,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{434B9C48-B113-40DA-AA82-AA588FD8C31D}","OTR","SU1",10/15/2019 0:00:00,12/30/1899 8:51:00,0,,16.20,4.40,6.70,69.00,40.00,7921,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{44334668-9056-43EF-94EC-5CE50FCD17AC}","OTR","PT2",10/15/2019 0:00:00,12/30/1899 7:45:00,0,,15.50,4.10,5.70,58.00,37.00,7477,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{44C864BA-79E3-488B-B303-67D90077FCD1}","BSEIN","MZ6",4/22/2019 0:00:00,12/30/1899 15:30:00,0,,18.20,0.30,9.00,95.00,34.00,594,"incoming","taorear","P",20.00,10.00,1.05,,,,,,,
"{452B94D3-101B-4FA8-B364-000C4F4463C9}","BSEIN","SU1",8/21/2019 0:00:00,12/30/1899 14:00:00,0,,22.30,2.90,6.50,76.00,36.00,5413,"incoming","taorear","P",20.00,10.00,0.55,,,,,,,
"{45B41792-B662-457B-A922-7A184FBBB86A}","OTR","NS3",2/19/2019 0:00:00,12/30/1899 13:30:00,0,,9.60,0.30,10.30,90.00,24.00,669,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{45D48C9C-8360-481B-8F20-668F5D0FD380}","OTR","NS1",10/16/2019 0:00:00,12/30/1899 12:19:00,0,,16.70,4.10,7.10,75.00,47.00,7476,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{465D3247-619E-4638-8226-320273AB7A52}","OTR","SB2",2/20/2019 0:00:00,12/30/1899 14:20:00,0,,10.00,0.80,8.00,72.00,15.00,1584,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{467DBCBB-F90E-43EB-87E0-A615999F5750}","OTR","SB1",7/15/2019 0:00:00,12/30/1899 15:04:00,0,,23.10,1.20,5.90,72.00,16.00,2403,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{472D84E0-B40B-4CA0-BB2B-645DBE2D751E}","OTR","MZ2",4/22/2019 0:00:00,12/30/1899 13:55:00,0,,17.10,0.10,9.20,95.00,31.00,284,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{47B3F2CE-9E92-493A-8FDB-5369130C5B96}","OTR","GY3",4/25/2019 0:00:00,12/30/1899 8:30:00,0,,21.00,0.40,7.90,89.00,23.00,828,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{47BDC46A-B4CA-4C49-9A09-DD44FC56D61B}","BSEIN","SU1",11/11/2019 0:00:00,12/30/1899 8:26:00,0,,13.90,4.70,5.30,53.00,35.00,8326,"incoming","taorear","P",20.00,10.00,0.53,,,,,,,
"{48BFB646-4A5D-4B86-B3FA-441F538F016D}","OTR","MZ6",4/22/2019 0:00:00,12/30/1899 15:50:00,0,,18.20,0.30,9.00,95.00,34.00,594,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{4A2BE3EB-0D0C-4D29-A471-287F27A96FDE}","OTR","CO2",6/18/2019 0:00:00,12/30/1899 7:34:00,0,,21.40,0.60,4.90,56.00,16.00,1169,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{4A7426D4-A4EE-4FB3-9ED3-CFE58702FFEF}","OTR","SU4",10/17/2019 0:00:00,12/30/1899 11:42:00,0,,17.00,5.40,8.10,87.00,52.00,9555,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{4BED722A-C81C-471F-BCD6-11813AA8ED10}","BSEIN","SU1",1/25/2019 0:00:00,12/30/1899 13:25:00,0,,11.20,1.30,6.40,58.00,22.00,2582,"incoming","taorear","P",20.00,10.00,0.61,,,,,,,
"{4D733A6B-67DC-4F4A-82F6-8381A5668BDF}","OTR","NS2",1/22/2019 0:00:00,12/30/1899 13:15:00,0,,10.70,0.40,9.00,79.00,27.00,730,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{501D7E76-CA66-4C09-A355-F420FD5F5E2F}","BSEIN","SU1",9/17/2019 0:00:00,12/30/1899 12:15:00,0,,23.10,3.90,7.40,86.00,39.00,7013,"incoming","taorear","P",20.00,10.00,0.40,,,,,,,
"{50E6DB5B-B13E-405F-B9D3-1905BC6C72DF}","OTR","SU2",2/18/2019 0:00:00,12/30/1899 11:30:00,0,,10.00,0.70,8.20,72.00,14.00,1349,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{5163BD5F-48CC-4310-8D9B-D7D6EF272A7E}","OTR","NS3",10/16/2019 0:00:00,12/30/1899 13:29:00,0,,17.60,4.10,7.40,79.00,54.00,7435,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{52DBFD15-1EC5-417D-A878-997F6BA05E45}","OTR","CO1",1/23/2019 0:00:00,12/30/1899 8:00:00,0,,9.90,0.80,8.60,75.00,22.00,1546,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{52E0E7AE-D274-48F2-A5A3-F312C2E22E09}","OTR","PT2",1/25/2019 0:00:00,12/30/1899 13:00:00,0,,10.60,1.10,7.10,63.00,26.00,2208,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{52EA39FF-4769-4FCD-B9D2-27F120B8D21C}","OTR","SU1",1/25/2019 0:00:00,12/30/1899 14:15:00,0,,11.20,1.30,6.40,58.00,22.00,2582,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{5310F21C-DD87-4067-9C5F-4DE4D3B244F2}","OTR","GY1",11/13/2019 0:00:00,12/30/1899 10:50:00,0,,14.90,7.00,4.90,51.00,31.00,12095,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{536D94A8-68AF-4FFD-A433-64DB66C13E1A}","OTR","GY2",6/20/2019 0:00:00,12/30/1899 11:19:00,0,,22.10,0.90,4.70,54.00,14.00,1757,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{53C1E02F-16BF-40CE-A3D5-AF88DF04E216}","OTR","BY1",10/15/2019 0:00:00,12/30/1899 12:30:00,0,,16.80,4.10,6.20,66.00,29.00,7450,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{5516B289-DA29-495D-9C4C-31EEECB93635}","OTR","SU1",4/23/2019 0:00:00,12/30/1899 10:00:00,0,,20.40,1.10,6.10,67.00,28.00,2178,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{55534A95-4F4D-42B3-B1C4-B0EA295D7299}","BSEIN","SU1",2/20/2019 0:00:00,12/30/1899 9:45:00,0,,9.60,0.70,8.10,72.00,20.00,1378,"low","taorear","P",20.00,10.00,0.58,,,,,,,
"{555B7500-8331-4EEE-8A79-E35AB3FDA478}","OTR","DV1",10/16/2019 0:00:00,12/30/1899 8:02:00,0,,15.90,4.20,5.80,62.00,32.00,7591,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{5620D714-B37E-4551-A434-4589CF4440ED}","OTR","DV1",1/22/2019 0:00:00,12/30/1899 11:40:00,0,,11.10,1.80,6.70,61.00,22.00,3460,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{5683A195-A1AF-49DF-B9EB-E8E3D3CE34DE}","OTR","TRDB1",5/13/2011 0:00:00,12/30/1899 17:30:00,0,,22.50,0.70,6.27,73.50,23.00,1409,,"suisun",,20.00,10.00,,,5.00,,,,,
"{57FB9159-DD53-4DE3-9B80-DC451716ED80}","BSEIN","MZ6",3/18/2019 0:00:00,12/30/1899 8:40:00,0,,12.80,0.30,9.10,86.00,28.00,630,"incoming","taorear","P",20.00,10.00,1.08,,,,,,,
"{58227694-18A3-43DD-8DFE-15AFC0555A3A}","OTR","NS1",1/22/2019 0:00:00,12/30/1899 12:50:00,0,,10.70,0.90,8.40,75.00,28.00,1848,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{591CC993-390B-49A0-AC0F-817F2B1EF402}","OTR","DV1",8/20/2019 0:00:00,12/30/1899 8:08:00,0,,21.20,2.60,6.70,76.00,25.00,4890,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{59BBDF58-ACA6-44D1-AB06-096B7CC77134}","OTR","CO2",10/18/2019 0:00:00,12/30/1899 7:40:00,0,,16.60,4.20,7.30,77.00,47.00,7760,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{5A843820-62AD-4103-B2A9-B7A51A00DBFD}","BSEIN","DV2",9/18/2019 0:00:00,12/30/1899 12:45:00,0,,21.20,3.60,7.70,88.00,34.00,6500,"incoming","taorear","P",20.00,10.00,1.05,,,,,,,
"{5AA5D0E6-EBF6-4BF1-94FA-F774A4598F97}","OTR","GY1",1/24/2019 0:00:00,12/30/1899 9:40:00,0,,9.90,8.30,6.40,59.00,30.00,14363,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
