"CatchRowID","SampleRowID","EntryOrder","OrganismCode","StandardLength","Dead","Weight","Sex","Count","CatchComments"
"{00D26FDF-1D77-49C7-A147-932731909761}","{2DA5C45F-66F8-469A-9F9B-B9F60573E982}",382268519,"MYSIDS",0.00,"n/p",0.00,"n/p",1,
"{00D274CD-31B0-477B-8E5C-94C621EA258E}","{465D3247-619E-4638-8226-320273AB7A52}",-135097074,"STBK",41.00,"n/p",0.00,"n/p",1,
"{00D90646-A6D0-40D2-8040-DFBB6F2ACCE4}","{FA1B7391-59DB-4011-BE7F-3C1BEBD2FFB1}",715115853,"ST",78.00,"n/p",0.00,"n/p",1,
"{00D943F9-33B4-4119-A26C-EA304718870A}","{679D0D55-C24E-4DC5-B415-4A2E9D9EC448}",-559220101,"ST",75.00,"n/p",0.00,"n/p",1,
"{00E5D814-C8BE-45E3-AEBC-70D6F0B2A5E9}","{37048C16-4323-4EC4-B16F-1F3D61F3D5B3}",2061921056,"STBK",22.00,"n/p",0.00,"n/p",1,
"{00E7EC85-22AC-4E73-9789-66D9EBA38BFB}","{9BD96ABA-09C0-47FA-A907-D0724F0502D6}",-1560586424,"SB",55.00,"n/p",0.00,"n/p",1,
"{00E8BF71-B6C1-4643-8B23-168586E313B0}","{1358D165-E3B0-49FB-BB30-1D369D20E01E}",1629058441,"BC",56.00,"n/p",0.00,"n/p",1,
"{00E964B5-498F-4ED2-839D-37C0A4C6D198}","{0A275A91-8FEA-41D5-9901-42F650EC1675}",1148215952,"TFS",76.00,"n/p",0.00,"n/p",1,
"{00EDECE7-006E-4BA8-BE6E-CEBFCFFAEE3E}","{DC44C847-2683-4B27-A8C6-6167EAE83B04}",1103832715,"SB",50.00,"n/p",0.00,"n/p",1,
"{00FB094C-9111-4637-97F2-4609F2031354}","{F241A4B9-5D20-4E58-8729-1AB9067CDA64}",1274038847,"ST",108.00,"n/p",0.00,"n/p",1,
"{010093F1-48CF-4F79-B4FC-41365D4844C4}","{25C63636-922E-4DEB-8666-F53ACC6D6C29}",-1760996890,"SCP",53.00,"n/p",0.00,"n/p",1,
"{010278D0-68DE-457C-97EE-599A54516C80}","{0A69FC5A-745F-42FE-B3B3-F54EFB19ED0D}",475591593,"ST",106.00,"n/p",0.00,"n/p",1,
"{0105DBB6-9A24-4C1A-A6B4-B22DE784C8AF}","{2D1EA033-1104-41B3-9215-3D0AE0821F00}",1875335164,"SCP",65.00,"n/p",0.00,"n/p",1,
"{010FB089-EBB4-4F0D-81EA-41C96400D8B0}","{3982A416-46CF-4D3D-A760-BB5CF52CBF84}",556532859,"BC",56.00,"n/p",0.00,"n/p",1,
"{012E87DF-4ABF-499C-933D-A3020F3EF51C}","{68BE1EEB-5CA0-451D-9778-265B3073D760}",-68861968,"ST",78.00,"n/p",0.00,"n/p",1,
"{012F690C-FBB1-42FA-A2F5-346419CE58D5}","{0A275A91-8FEA-41D5-9901-42F650EC1675}",1060714143,"TFS",85.00,"n/p",0.00,"n/p",1,
"{013817B8-575C-4079-8046-4A6B7FE5699F}","{D7648173-231A-44F0-9A7D-87762AB5C2B9}",1919189500,"ST",113.00,"n/p",0.00,"n/p",1,
"{013AB798-5509-4A5E-A57F-88EB9838C802}","{47B3F2CE-9E92-493A-8FDB-5369130C5B96}",-2050638455,"SCP",37.00,"n/p",0.00,"n/p",1,
"{01434112-A4C6-42BF-8474-C833BD85CF1E}","{227F13D1-782D-448C-A184-7A766486A881}",-112977726,"SB",34.00,"n/p",0.00,"n/p",1,
"{0146D085-E125-47FB-933A-0BA156EE113F}","{FA1B7391-59DB-4011-BE7F-3C1BEBD2FFB1}",-1563802486,"ST",84.00,"n/p",0.00,"n/p",1,
"{0146EF5D-7259-49EB-A02E-F444B7CBDDA5}","{501D7E76-CA66-4C09-A355-F420FD5F5E2F}",585252609,"ISS",35.00,"n/p",0.00,"n/p",1,
"{014AC539-D4BD-45A8-9CA3-27F1FCEE42F2}","{F31CB638-1F25-49A5-85FA-5FE9CE03D26E}",-1824796301,"HARISSMC",0.00,"n/p",0.00,"n/p",6,
"{014BCBCD-59E5-4A33-A65D-D413641A222C}","{42EA12A9-4C50-4F31-AAC0-FC36EA3E327F}",803062762,"ST",62.00,"n/p",0.00,"n/p",1,
"{014D3C81-2475-45B4-A0AA-10B436E33800}","{95AAAC30-44AB-4E33-8AC8-BF1D7BC5BBD3}",-2003000146,"SB",83.00,"n/p",0.00,"n/p",1,
"{014DDC69-72A0-4A33-8F74-AB48777B228D}","{AE69C5A9-85A1-43BA-B875-E38778D5829F}",978914706,"YFG",38.00,"n/p",0.00,"n/p",1,
"{014E2419-660C-430D-AF90-86DEA1A9D963}","{E8D07B37-8C32-4B16-BAF6-A5D0DB1CE2C3}",-741413242,"SB",23.00,"n/p",0.00,"n/p",1,
"{0163246E-0A8C-465B-8B5D-347A5AE54D6D}","{42EA12A9-4C50-4F31-AAC0-FC36EA3E327F}",-1993357513,"ST",31.00,"n/p",0.00,"n/p",1,
"{01667788-E239-4A69-A0CF-CEA32E52862B}","{A0DF335C-94A4-40D1-9330-1F90F05831D1}",1190223132,"ST",37.00,"n/p",0.00,"n/p",1,
"{01680A8E-34B3-4916-ACA1-15647F48570E}","{95FE89F0-A2AC-4C9C-AD88-A26380C3347A}",-1354876802,"TFS",59.00,"n/p",0.00,"n/p",1,
"{01702DDA-2EE5-444F-A23F-9E8E92DE8461}","{42EA12A9-4C50-4F31-AAC0-FC36EA3E327F}",673960870,"SB",23.00,"n/p",0.00,"n/p",1,
"{01807E49-9D67-4579-8AEB-D40DFF426EF1}","{48BFB646-4A5D-4B86-B3FA-441F538F016D}",-1460765054,"ST",134.00,"n/p",0.00,"n/p",1,
"{0199A912-66D3-475F-BBE3-4FFE41412735}","{A4DE41A8-43BE-46D0-AB12-2388A283CF5F}",927181504,"ISS",59.00,"n/p",0.00,"n/p",1,
"{019A03BF-1398-4DB6-81FB-EDE916AF2F02}","{0535EEF7-837F-420D-9A41-E70D004EEE01}",-1094892796,"BC",28.00,"n/p",0.00,"n/p",1,
"{01A07647-FD80-43D1-9219-F85643855B9C}","{679D0D55-C24E-4DC5-B415-4A2E9D9EC448}",-1087974072,"TFS",33.00,"n/p",0.00,"n/p",1,
"{01A14B1E-41A4-44AB-A6BA-95316B7A4431}","{A5BDD67F-6541-4509-AD40-3A6557D319B7}",1128371885,"SB",103.00,"n/p",0.00,"n/p",1,
"{01A40896-1E61-4744-87EB-B74E49AB0A8C}","{83C63C59-1497-482C-8C86-6FC8B44BB1DD}",-1557272441,"ISS",54.00,"n/p",0.00,"n/p",1,
"{01AF19BC-B0C8-4E80-B092-C0BB79DDC373}","{A0DF335C-94A4-40D1-9330-1F90F05831D1}",471688731,"ST",42.00,"n/p",0.00,"n/p",1,
"{01AF2990-7067-4C26-95AB-A762B4C6D30D}","{1358D165-E3B0-49FB-BB30-1D369D20E01E}",-742687615,"CORBICULA",0.00,"n/p",0.00,"n/p",3,
"{01B0F262-23F5-48CC-AAB8-04AA19E6286C}","{332A4F3B-2DEA-4D2D-8949-E9F5DAD29847}",50133641,"ST",310.00,"n/p",0.00,"n/p",1,
"{01C35668-5772-47F8-B9FB-EF65900D55E0}","{9DC5BFF4-4538-4A0A-88A4-89165FA58BE3}",1035852374,"ST",65.00,"n/p",0.00,"n/p",1,
"{01C929EE-92DA-476A-B198-62A79B23838A}","{DB09E21D-CC4E-4C37-BD97-CCF689259A09}",540575841,"TFS",67.00,"n/p",0.00,"n/p",1,
"{01CC918D-08FA-4869-8B14-81DBF85524E0}","{B927CA53-0BF2-48F7-AA60-24D925230596}",1955001234,"ISS",18.00,"n/p",0.00,"n/p",1,
"{01D5D118-DF58-4D82-9F39-5679708E0850}","{679D0D55-C24E-4DC5-B415-4A2E9D9EC448}",815276678,"TFS",31.00,"n/p",0.00,"n/p",1,
"{01DE3A2A-4B96-4AF8-9D8F-428A9A1D7099}","{9DC5BFF4-4538-4A0A-88A4-89165FA58BE3}",-414381853,"ST",80.00,"n/p",0.00,"n/p",1,
"{01E3DA32-DDB7-4E0E-AE60-D10CDEC36E36}","{ECB65700-D6A7-463C-9A4E-F8DA85792BC4}",-406459791,"SB",70.00,"n/p",0.00,"n/p",1,
"{01F6BC43-3637-406B-8B44-75BE28CAFEC5}","{32EAFA41-D544-4184-A92A-E59574CBD738}",1431806300,"GBU",9.00,"n/p",0.00,"n/p",1,
"{01FABF49-C905-4315-BF48-12D649A83490}","{FC291A39-30BC-434A-B202-0B7DD276C081}",1833846159,"ISS",56.00,"n/p",0.00,"n/p",1,
"{01FBAB2E-37B8-476D-B49A-0EDD502D5D87}","{536D94A8-68AF-4FFD-A433-64DB66C13E1A}",-964843128,"TP",55.00,"n/p",0.00,"n/p",1,
"{0201636D-2378-4612-A460-118894C0081F}","{C81D3A4A-EDF6-49A3-8C1D-BF530CCD7A9A}",952355460,"ST",149.00,"n/p",0.00,"n/p",1,
"{0206D09D-1A28-47B7-AA81-9CE73796FB21}","{7617EB2A-C8F2-4BB0-89F0-09ECCDA6017C}",-830459034,"SKG",32.00,"n/p",0.00,"n/p",1,
"{0217188F-46E6-4E5C-81EF-03A37A075078}","{0535EEF7-837F-420D-9A41-E70D004EEE01}",-1096490503,"ST",32.00,"n/p",0.00,"n/p",1,
"{021ED6B6-8A61-41C3-8928-22E127746581}","{A129CCD7-2BFE-48B3-A3BA-20FF6AC56A40}",1149204815,"ST",39.00,"n/p",0.00,"n/p",1,
"{02251372-399B-4692-836D-B5686C5AA17D}","{9BD96ABA-09C0-47FA-A907-D0724F0502D6}",-1057641387,"SB",50.00,"n/p",0.00,"n/p",1,
"{0226091F-A88D-40F7-BCBB-BDE30DE9548B}","{B927CA53-0BF2-48F7-AA60-24D925230596}",-935916528,"ISS",18.00,"n/p",0.00,"n/p",1,
"{022B38A2-F965-4EA4-B0E5-C2BEE6862301}","{E6996166-0D04-4AA1-84DC-FA53B553BA60}",253699703,"BC",54.00,"n/p",0.00,"n/p",1,
"{02364830-6690-45A8-B83D-832FA2BDD26D}","{CCC43A36-4E5B-4974-B6A1-A6296CB29BCA}",-1132075995,"SCP",50.00,"n/p",0.00,"n/p",1,
"{02378379-0E59-4BBF-89F4-BAE8B7065E2F}","{FC291A39-30BC-434A-B202-0B7DD276C081}",-1553305382,"ISS",61.00,"n/p",0.00,"n/p",1,
"{023A3ECB-E401-44B7-AEDF-78ADF1430B4C}","{ABFBEB45-6F97-475B-BECA-BC0E53FC3969}",1295895676,"ST",262.00,"n/p",0.00,"n/p",1,
"{023D9A18-2E8D-40D7-B08F-0174F1746FA5}","{FD02F624-B7B1-4F24-8CB7-99DBC2761D9D}",477220599,"SB",19.00,"n/p",0.00,"n/p",1,
"{02401C92-79BE-4E0E-867F-80FF8701A7B9}","{E0004217-E774-483D-96F0-AE6525DC7228}",1895173567,"CRANGON",0.00,"n/p",0.00,"n/p",9,
"{0240360D-F398-4C11-AAA6-9B0CA0BD8CBC}","{EBD484A6-CCDD-4A39-95BD-CA0199BB5D31}",-1530166656,"EXOPAL",0.00,"n/p",0.00,"n/p",2,
"{0245BFC3-CDF9-4E58-A68E-DB8D09CECA2B}","{D73E5F02-A352-42BE-8FFF-D2A24B3C4181}",948174599,"CORBICULA",0.00,"n/p",0.00,"n/p",7,
"{024B47C4-E541-4E67-B04C-585E67AB5242}","{0004B2C5-3E38-4035-9F25-EF30C031AD11}",27146333,"ST",52.00,"n/p",0.00,"n/p",1,
"{024BA349-8980-4564-AEAA-92DB855053A3}","{A129CCD7-2BFE-48B3-A3BA-20FF6AC56A40}",794296603,"SB",24.00,"n/p",0.00,"n/p",1,
"{024F7F74-4C49-451B-ACE9-DF0AEFEA4BF9}","{D7614588-DCD5-432E-9C60-CFF4111CB077}",-1773584528,"TFS",56.00,"n/p",0.00,"n/p",1,
"{025BB3F9-A634-4778-B103-7A9991792924}","{F513DCB9-C1D3-41A7-852E-51093C78BFFE}",-391121783,"SB",18.00,"n/p",0.00,"n/p",1,
"{025DA8F8-B892-4AF0-ADD2-E209EC1304C6}","{F58215EE-F03D-4058-99D8-E58099015759}",-628654778,"ISS",47.00,"n/p",0.00,"n/p",1,
"{02659634-1D48-4FFC-8D73-2524D33036B9}","{7AA9EDE2-814A-4B2E-992F-E5C9DBC87E1A}",-1744022252,"EXOPAL",0.00,"n/p",0.00,"n/p",17,
"{028F6712-0AD8-4EBD-A418-AC451D4C4A69}","{69D78E25-D86A-4557-B424-52A10AB36796}",65616124,"SG",35.00,"n/p",0.00,"n/p",1,
"{029085C4-D7D0-4A26-A614-CAFD510AFFB2}","{1358D165-E3B0-49FB-BB30-1D369D20E01E}",307554099,"ISS",42.00,"n/p",0.00,"n/p",1,
"{02929D86-CB55-4BF1-832A-C083706B1977}","{EB43E5EF-4C51-4F9A-81CF-6E2157D9E2EF}",91453913,"ST",197.00,"n/p",0.00,"n/p",1,
"{02A533FB-5B5A-46CB-8F46-83DA30BF4B11}","{FE48019F-2D29-4E45-9C72-631662FA1ECF}",37012655,"ISS",55.00,"n/p",0.00,"n/p",1,
"{02A8467A-93EC-4C2F-AAEC-879BFFCC3A14}","{C8B8A51A-E1C8-406B-9613-3F54976C7BE2}",-506972577,"SB",181.00,"n/p",0.00,"n/p",1,
"{02AE908A-34BE-47A5-B09E-1B092F0B22E2}","{A3E7992A-64F9-4D6C-8C49-FCACF7CC98F5}",-1057840402,"ST",142.00,"n/p",0.00,"n/p",1,
"{02B8113E-9ED7-47FC-B0E0-061861AFB3E7}","{227F13D1-782D-448C-A184-7A766486A881}",-1318121390,"SG",14.00,"n/p",0.00,"n/p",1,
"{02CBEBD7-91F1-4ECB-89AE-F9B0DA2DC0AA}","{BB1B2849-A702-4A95-B615-8113F76EC0DF}",-2112257276,"CORBICULA",0.00,"n/p",0.00,"n/p",3,
"{02CC69AE-0397-489D-901B-7297AB3157B4}","{9192ACA3-EE05-4418-A725-65EFD12141BC}",-764945980,"TP",138.00,"n/p",0.00,"n/p",1,
"{02CCADBA-CD90-41A9-A9CC-70031878C990}","{F6957E6D-0A24-4802-873C-24D6D5F93016}",137193523,"CORBULA",0.00,"n/p",0.00,"n/p",1,
"{02CDA663-6BE3-47C0-9AA7-E1FC63516B9E}","{4193C10A-F8EA-4A8E-9571-17994A39B23A}",900113348,"SB",53.00,"n/p",0.00,"n/p",1,
"{02D34657-F539-4255-BC54-138CD8900A9E}","{A3E7992A-64F9-4D6C-8C49-FCACF7CC98F5}",-1226391420,"SB",32.00,"n/p",0.00,"n/p",1,
"{02E23019-4C0A-463D-B219-D8FFEFE50DDC}","{F30669B7-F104-4C91-8A62-87F13C278DDF}",1034483912,"ST",108.00,"n/p",0.00,"n/p",1,
"{02E30DF4-DC2E-4963-9947-1E5C9689F1CB}","{32EAFA41-D544-4184-A92A-E59574CBD738}",1100508727,"SG",12.00,"n/p",0.00,"n/p",1,
"{02E68AC7-90F0-4613-893C-1D688A3EFB02}","{0004B2C5-3E38-4035-9F25-EF30C031AD11}",414884389,"ST",54.00,"n/p",0.00,"n/p",1,
"{02E766BF-58D2-476A-8DEC-A9DABF142995}","{BDE94682-93AE-48AD-A0DE-1B51C453B582}",-728691504,"SB",76.00,"n/p",0.00,"n/p",1,
"{02EF40B6-8405-4B53-8611-95DAC61175F8}","{F513DCB9-C1D3-41A7-852E-51093C78BFFE}",2104658504,"ST",147.00,"n/p",0.00,"n/p",1,
"{02F43141-F28B-42C9-971B-5A20BBEE4322}","{EC3684EB-651F-422F-AE5F-BFB97F989348}",-395776536,"ST",120.00,"n/p",0.00,"n/p",1,
"{02F4795A-EB8F-4FDD-B78E-7906AC2D695A}","{AA9BA2C6-7599-41AE-91C3-6A75AFF9A71C}",-104192221,"YFG",57.00,"n/p",0.00,"n/p",1,
"{02F7171A-B898-4412-9452-8E366A6C3A19}","{99358597-23CD-40FD-A247-A5F1D5336687}",144778257,"TFS",37.00,"n/p",0.00,"n/p",1,
"{02FC45A3-FAC2-485B-BC52-FF478642A3AF}","{9706AC8B-17A2-43D7-8EA8-AC2CEB58E314}",1971422516,"ISS",54.00,"n/p",0.00,"n/p",1,
"{02FE752A-E7FF-4028-81AD-880BEA02B76F}","{E32018A8-4046-48C1-933E-00A57CC03917}",1502799996,"ISS",47.00,"n/p",0.00,"n/p",1,
"{02FEE43A-AD55-4BD1-954C-4AAA5C94910F}","{24807177-C61C-483B-A04C-0AEC440DD443}",1942388646,"TFS",70.00,"n/p",0.00,"n/p",1,
"{0302F501-58F0-401F-9030-38093B1AE58E}","{A3E7992A-64F9-4D6C-8C49-FCACF7CC98F5}",1253133786,"ST",222.00,"n/p",0.00,"n/p",1,
"{03037CEA-B2CA-40B7-9A0D-56339287D542}","{D7614588-DCD5-432E-9C60-CFF4111CB077}",102490425,"MYSIDS",0.00,"n/p",0.00,"n/p",4,
"{0304BF19-BBA9-4D9D-8973-802E88CAB9A1}","{501D7E76-CA66-4C09-A355-F420FD5F5E2F}",1624638155,"ISS",39.00,"n/p",0.00,"n/p",1,
"{030B8A27-8054-456D-9551-C7304491560F}","{CCC43A36-4E5B-4974-B6A1-A6296CB29BCA}",1337640599,"HARISSMC",0.00,"n/p",0.00,"n/p",1,
"{030C6EC2-B113-4D5D-A79B-A471DDBF1178}","{1358D165-E3B0-49FB-BB30-1D369D20E01E}",211048485,"SG",53.00,"n/p",0.00,"n/p",1,
"{031C93A3-64CB-40C9-B4AC-EAA665417FEB}","{09B4EFEE-B035-43D1-BF10-FEF7794C24A2}",718476043,"ISS",64.00,"n/p",0.00,"n/p",1,
"{0322D752-F958-45D7-BF75-4A3D5A3F32DB}","{760B8A27-3757-46BF-8AF8-B2E76381B507}",-744526622,"ST",123.00,"n/p",0.00,"n/p",1,
"{0326735E-F0AE-4FF9-8057-8EBA5EC1CE3F}","{0A275A91-8FEA-41D5-9901-42F650EC1675}",767179809,"CORBICULA",0.00,"n/p",0.00,"n/p",2,
"{033D6792-0F94-4E8C-9112-6766C9DC3928}","{F31CB638-1F25-49A5-85FA-5FE9CE03D26E}",-631144707,"EXOPAL",0.00,"n/p",0.00,"n/p",211,
"{034004F4-4849-476A-88B7-24AEE6B7B387}","{472D84E0-B40B-4CA0-BB2B-645DBE2D751E}",483459826,"CORBICULA",0.00,"n/p",0.00,"n/p",7,
"{0341CB05-F68B-490D-A275-BB442C8130CF}","{679D0D55-C24E-4DC5-B415-4A2E9D9EC448}",-490583752,"ISS",43.00,"n/p",0.00,"n/p",1,
"{0356C0B6-68E2-4EC3-9BBE-766529731BB0}","{3A53DC28-698B-49F0-8393-C8D623DD88C2}",-391960043,"EXOPAL",0.00,"n/p",0.00,"n/p",92,
"{035ECBB0-01C7-4FF1-B0B0-5DB030890E53}","{44334668-9056-43EF-94EC-5CE50FCD17AC}",1286213118,"ST",100.00,"n/p",0.00,"n/p",1,
"{03606D6B-A67E-4971-835A-86C143CB8748}","{A3E7992A-64F9-4D6C-8C49-FCACF7CC98F5}",-1354956826,"SB",40.00,"n/p",0.00,"n/p",1,
"{0361B134-BD74-4438-A8CC-AC51FB8AEC77}","{452B94D3-101B-4FA8-B364-000C4F4463C9}",1614212206,"GF",86.00,"n/p",0.00,"n/p",1,
"{0365206A-D643-4144-9D16-C3B1B48AC517}","{F1D51AFF-4B61-41C2-8764-6880F2193CC2}",949170047,"TP",151.00,"n/p",0.00,"n/p",1,
"{036B7D99-A694-4EC0-86D3-56599D2FB775}","{F31CB638-1F25-49A5-85FA-5FE9CE03D26E}",446109409,"ST",193.00,"n/p",0.00,"n/p",1,
"{0375F5D4-2127-4C9A-B77F-57033880FA04}","{53C1E02F-16BF-40CE-A3D5-AF88DF04E216}",1318747109,"YFG",137.00,"n/p",0.00,"n/p",1,
"{03776D42-B003-46E7-A710-B6435CB1C630}","{68BE1EEB-5CA0-451D-9778-265B3073D760}",2143426978,"BC",60.00,"n/p",0.00,"n/p",1,
"{038670BB-09DD-4623-8622-EBFFC775765A}","{9192ACA3-EE05-4418-A725-65EFD12141BC}",-1503225566,"CORBICULA",0.00,"n/p",0.00,"n/p",12,
"{0389D475-B27E-4CDB-A96C-B006D1AF9828}","{5620D714-B37E-4551-A434-4589CF4440ED}",103867806,"ST",270.00,"n/p",0.00,"n/p",1,
"{03946BD6-9728-41CF-8D9A-477F0AA8D60C}","{7ED25E5F-C36A-4A4E-8948-4C41C4F762BE}",1472067421,"MAEOTIAS",0.00,"n/p",0.00,"n/p",26,
"{0397C8B4-20E2-4126-BDA2-FE1253AB08B0}","{A0DF335C-94A4-40D1-9330-1F90F05831D1}",1682777460,"ST",42.00,"n/p",0.00,"n/p",1,
"{03AAC7A9-0349-4CC0-8C0B-99D869DBC999}","{8751ECBC-299F-474F-BD1F-A267E693D601}",166230220,"ST",212.00,"n/p",0.00,"n/p",1,
"{03AD42FB-CCB9-4AE8-9428-0B7DA49D0762}","{7D7466C8-4C1E-43CA-B596-F99472D1D3BE}",138941002,"BC",70.00,"n/p",0.00,"n/p",1,
"{03BF4AA5-7F3D-4F83-AFBC-5178E2FB9B94}","{5CAE95E7-DEBC-45B7-93DA-916A4BF18FE5}",-1858925805,"ST",142.00,"n/p",0.00,"n/p",1,
"{03C1E52C-6C02-4D3C-B233-64097F471775}","{AF02E10F-38C6-40B9-BC4F-441579DB65B3}",-776123142,"ST",252.00,"n/p",0.00,"n/p",1,
"{03C746F5-5461-433F-BF6F-FBA3CEE67CDE}","{5516B289-DA29-495D-9C4C-31EEECB93635}",163152404,"SCP",77.00,"n/p",0.00,"n/p",1,
"{03CC5993-AC74-4D74-8199-86FA62718C54}","{ECB65700-D6A7-463C-9A4E-F8DA85792BC4}",-2077160912,"SB",77.00,"n/p",0.00,"n/p",1,
"{03CC895A-8EE3-4B6A-BF2B-77EE9D6026F3}","{91999E76-C02C-4939-B69E-66FC49FE8D62}",1220647950,"SB",79.00,"n/p",0.00,"n/p",1,
"{03D39084-7E0D-4D47-A21F-E4FFEFA4C038}","{A0DF335C-94A4-40D1-9330-1F90F05831D1}",847719675,"TP",55.00,"n/p",0.00,"n/p",1,
"{03E2208F-A255-4265-A409-C8BEDE319BF8}","{24807177-C61C-483B-A04C-0AEC440DD443}",859088539,"TFS",47.00,"n/p",0.00,"n/p",1,
